Source,Target
76112,59852
76112,60195
76112,62788
76112,66524
76112,66544
76112,69957
76112,70174
76112,75769
76112,80383
76112,81374
76112,83194
76112,87083
76112,88254
76112,93088
76112,94424
76112,95647
76112,103900
76112,107375
76112,117119
76112,119513
76112,120549
76112,130395
76112,148679
76112,159919
76112,163243
76112,164103
76112,190398
76112,191340
76112,192582
76112,213667
76112,221131
76112,286196
76112,307623
77538,764
77538,1640
77538,1828
77538,2853
77538,3140
77538,3504
77538,4885
77538,4920
77538,8459
77538,11242
77538,15872
77538,22116
77538,53959
77538,58033
77538,65461
77538,98538
77538,151339
77538,173207
77538,355314
78022,74271
78022,118050
78097,2506
78097,6098
78097,6260
78097,7669
78097,10222
78097,20350
78097,31615
78097,34094
78097,39140
78097,39938
78097,41959
78097,49817
78097,50328
78097,58043
78097,68682
78097,68695
78097,82387
78097,87283
78097,92454
78097,94436
78097,106627
78097,123775
78097,200332
78097,222640
78097,256888
78141,797
78141,1828
78141,2271
78141,2548
78141,2645
78141,2719
78141,4807
78141,7052
78141,10294
78141,15884
78141,16443
78141,17218
78141,23364
78141,23884
78141,25492
78141,27420
78141,28423
78141,30010
78141,30043
78141,30436
78141,32280
78141,33070
78141,34914
78141,36278
78141,36888
78141,38328
78141,39089
78141,39585
78141,41738
78141,41979
78141,42892
78141,43425
78141,45848
78141,49428
78141,50199
78141,54380
78141,55119
78141,56151
78141,56576
78141,64702
78141,66524
78141,66544
78141,66700
78141,75376
78141,75769
78141,80383
78141,87083
78141,90381
78141,94214
78141,95647
78141,97980
78141,98758
78141,103900
78141,104863
78141,107375
78141,107494
78141,112484
78141,119513
78141,120549
78141,122864
78141,163243
78141,164103
78141,173207
78141,176965
78141,177780
78141,181200
78141,190398
78141,191340
78141,206399
78141,211495
78141,221131
78141,236939
78141,242650
78141,249114
78141,259564
78141,346240
78141,355314
78205,703
78205,1828
78205,2014
78205,2853
78205,4094
78205,9141
78205,18888
78205,19700
78205,22116
78205,40572
78205,44112
78205,55119
78205,83570
78205,87083
78205,107567
78205,129435
78205,129771
78205,130725
78205,169518
78205,170043
78205,180046
78205,195559
78205,207344
78205,232910
78205,261657
79286,703
79286,764
79286,1383
79286,1526
79286,1828
79286,2853
79286,8155
79286,9030
79286,32251
79286,50449
79286,83600
79286,96819
79926,0
80383,2984
80383,3574
80383,4807
80383,7697
80383,13251
80383,23884
80383,28423
80383,30043
80383,32280
80383,45848
80383,49428
80383,56576
80383,75769
80383,76112
80383,117119
80383,119513
80383,130395
80383,159919
80383,190398
80427,1940
80427,2548
80427,6032
80427,20634
80427,23364
80427,26644
80427,28423
80427,29888
80427,58267
80427,68695
80427,186150
80427,262606
80427,268439
80652,24227
80652,25765
80652,64286
80652,69637
80652,169013
80652,210927
81374,797
81374,1640
81374,2271
81374,2645
81374,6011
81374,6059
81374,7052
81374,7200
81374,9269
81374,10294
81374,12721
81374,16733
81374,17218
81374,18888
81374,19969
81374,23364
81374,27420
81374,28423
81374,30436
81374,33034
81374,33070
81374,33966
81374,43425
81374,45848
81374,49428
81374,49926
81374,53092
81374,54380
81374,55219
81374,55273
81374,55286
81374,56151
81374,56824
81374,59852
81374,60195
81374,62788
81374,66524
81374,66544
81374,69957
81374,74271
81374,76112
81374,82583
81374,83222
81374,87083
81374,94214
81374,95647
81374,95758
81374,98758
81374,103900
81374,107375
81374,117119
81374,120549
81374,122864
81374,138737
81374,163243
81374,164103
81374,181919
81374,191340
81374,200332
81374,200625
81374,213973
81374,242650
81374,249114
81374,264585
82387,0
82387,41
82387,154
82387,703
82387,1344
82387,1530
82387,1987
82387,2548
82387,2645
82387,2719
82387,3674
82387,3783
82387,4525
82387,4920
82387,5139
82387,5152
82387,5573
82387,6032
82387,6059
82387,6098
82387,6552
82387,7804
82387,9129
82387,9616
82387,9642
82387,10294
82387,10833
82387,12745
82387,12888
82387,13975
82387,14887
82387,16440
82387,19700
82387,21376
82387,22116
82387,23406
82387,25172
82387,25492
82387,27852
82387,28423
82387,31043
82387,31615
82387,33070
82387,33661
82387,33706
82387,34094
82387,35619
82387,36888
82387,38258
82387,42892
82387,48706
82387,49926
82387,50199
82387,50445
82387,56151
82387,58267
82387,58609
82387,68695
82387,73837
82387,75376
82387,78097
82387,86732
82387,87593
82387,94436
82387,95617
82387,100324
82387,104006
82387,106627
82387,113900
82387,115732
82387,120210
82387,156944
82387,163941
82387,200332
82387,215676
82387,222640
82387,257651
82387,284186
82583,1640
82583,5152
82583,7200
82583,7669
82583,18100
82583,18888
82583,20350
82583,28423
82583,34978
82583,38361
82583,40337
82583,44632
82583,45848
82583,50007
82583,50261
82583,50328
82583,50666
82583,56036
82583,58043
82583,59125
82583,59436
82583,59852
82583,62306
82583,62788
82583,64855
82583,72408
82583,101422
82583,114145
82583,117119
82583,117897
82583,166180
82583,177860
82583,213667
82583,321075
82595,95186
82595,107023
82595,294197
82905,12
82905,48
82905,415
82905,779
82905,1970
82905,2398
82905,3042
82905,4807
82905,7052
82905,7200
82905,7669
82905,7679
82905,7697
82905,9036
82905,13027
82905,16443
82905,16733
82905,17218
82905,18641
82905,19969
82905,20115
82905,20350
82905,23364
82905,23884
82905,25029
82905,30436
82905,33034
82905,39089
82905,41979
82905,43425
82905,46578
82905,48555
82905,49428
82905,49926
82905,53092
82905,54380
82905,56576
82905,56824
82905,66524
82905,66700
82905,69957
82905,71153
82905,72637
82905,75376
82905,83222
82905,88924
82905,93088
82905,95647
82905,103900
82905,104912
82905,120549
82905,148679
82905,192582
83194,712
83194,795
83194,1206
83194,1828
83194,2506
83194,2703
83194,2746
83194,2853
83194,4885
83194,5152
83194,5573
83194,6011
83194,7200
83194,7459
83194,7669
83194,9269
83194,11023
83194,12721
83194,15884
83194,17044
83194,17219
83194,17703
83194,18100
83194,18888
83194,25999
83194,29302
83194,33661
83194,34978
83194,38361
83194,40337
83194,40588
83194,44632
83194,45917
83194,49980
83194,50261
83194,50328
83194,50666
83194,50895
83194,51960
83194,54016
83194,55219
83194,55286
83194,55675
83194,56036
83194,58043
83194,58602
83194,59004
83194,59125
83194,59899
83194,60370
83194,64855
83194,67840
83194,68013
83194,68255
83194,68446
83194,70151
83194,71468
83194,72408
83194,75376
83194,82583
83194,94174
83194,94424
83194,95758
83194,101422
83194,109626
83194,112484
83194,117119
83194,118050
83194,121719
83194,131880
83194,134161
83194,147303
83194,156944
83194,164391
83194,170296
83194,175031
83194,177860
83194,180654
83194,182152
83194,200625
83194,213667
83194,220198
83194,243021
83194,294144
83194,314887
83194,315595
83194,321075
83194,340909
83194,351665
83194,352649
83194,387523
83222,797
83222,1206
83222,1640
83222,1917
83222,2271
83222,2506
83222,2645
83222,2746
83222,3689
83222,4807
83222,5152
83222,5591
83222,6032
83222,6059
83222,7052
83222,7200
83222,7459
83222,7697
83222,9036
83222,9269
83222,10294
83222,10740
83222,12721
83222,16733
83222,17218
83222,18462
83222,19969
83222,23364
83222,27420
83222,28423
83222,30436
83222,33034
83222,38476
83222,40525
83222,40588
83222,41738
83222,43425
83222,44632
83222,45848
83222,49428
83222,49926
83222,49980
83222,50328
83222,50666
83222,50891
83222,53092
83222,54380
83222,55119
83222,55219
83222,55273
83222,55286
83222,55675
83222,56151
83222,56576
83222,56824
83222,58267
83222,58602
83222,59125
83222,59436
83222,59899
83222,60195
83222,62788
83222,64702
83222,64845
83222,66524
83222,66544
83222,68446
83222,69957
83222,71468
83222,72942
83222,74271
83222,75376
83222,78022
83222,82905
83222,86922
83222,87083
83222,93088
83222,94214
83222,94424
83222,95647
83222,95758
83222,96156
83222,104912
83222,107375
83222,107494
83222,109626
83222,112484
83222,117119
83222,117897
83222,118050
83222,120128
83222,120549
83222,131612
83222,131760
83222,138737
83222,142115
83222,163243
83222,164103
83222,173207
83222,180654
83222,183116
83222,191340
83222,206900
83222,213667
83222,221131
83222,222292
83222,223399
83222,236681
83222,247653
83222,249114
83222,250010
83222,262035
83222,264585
83222,274558
83222,278747
83222,294144
83222,300453
83222,307623
83222,319310
83222,321075
83231,163
83231,471
83231,1244
83231,5139
83231,5573
83231,9129
83231,9616
83231,9642
83231,13666
83231,19409
83231,23406
83231,31560
83231,44272
83231,49428
83231,49980
83231,52059
83231,55119
83231,56576
83231,58267
83231,60625
83231,64766
83231,68695
83231,71153
83231,73069
83231,86732
83231,112484
83231,130692
83231,138061
83231,156229
83231,228624
83231,281446
83231,293843
83326,779
83326,19700
83462,268
83462,2925
83462,9197
83462,10278
83462,14887
83462,50449
83462,120800
83462,273247
83462,306519
83570,703
83570,8155
83570,9030
83570,38328
83570,57555
83570,78205
83570,84915
83570,96819
83570,116553
83570,127656
83570,130725
83600,41
83600,703
83600,1640
83600,1828
83600,1940
83600,3504
83600,6032
83600,6059
83600,7337
83600,9030
83600,9141
83600,13027
83600,19700
83600,22116
83600,27852
83600,30436
83600,31483
83600,38328
83600,39210
83600,47456
83600,56576
83600,74956
83600,77538
83600,78205
83600,100324
83600,104498
83600,125266
83600,127656
83600,129771
83600,158034
83600,169518
83600,185261
83600,187258
83600,189509
83600,282052
83600,295441
84467,6552
84467,17669
84467,20350
84467,28423
84467,41959
84467,45848
84467,48555
84467,50261
84467,56576
84467,58609
84467,62306
84467,62574
84467,66700
84467,145390
84467,163941
84915,62417
85968,764
85968,1640
85968,1828
85968,2853
85968,4920
85968,14347
85968,18801
85968,25029
85968,27852
85968,41310
85968,41959
85968,52231
85968,100324
85968,163941
86345,930
86345,2548
86345,3922
86345,4271
86345,18641
86345,25029
86345,25765
86345,27852
86345,44636
86345,50261
86345,52059
86345,64286
86345,64766
86345,67302
86345,69637
86345,89478
86345,126675
86345,135669
86345,169013
86345,210927
86732,1344
86732,20350
86732,22116
86732,35619
86732,39938
86732,47456
86732,50261
86732,50328
86732,64893
86732,68695
86732,82387
86732,104487
86732,106627
86732,113900
86732,115732
86732,116951
86732,138061
86732,200832
86732,215676
86732,222640
86922,703
86922,4807
86922,6552
86922,7679
86922,7697
86922,10222
86922,14887
86922,15682
86922,18641
86922,31615
86922,39585
86922,48555
86922,50261
86922,53213
86922,54467
86922,56576
86922,72637
86922,164391
86922,183489
86922,236419
86922,365956
87083,703
87083,797
87083,2271
87083,2548
87083,2645
87083,6011
87083,7200
87083,9269
87083,10294
87083,17218
87083,18888
87083,27420
87083,28423
87083,33070
87083,33923
87083,39585
87083,41738
87083,43425
87083,45848
87083,49926
87083,55273
87083,59852
87083,62788
87083,66524
87083,66544
87083,69957
87083,71468
87083,74271
87083,76112
87083,81374
87083,95647
87083,97980
87083,107375
87083,120549
87083,164103
87083,191340
87128,703
87128,1175
87128,1206
87128,1383
87128,1640
87128,1828
87128,2548
87128,2571
87128,2853
87128,3504
87128,3675
87128,3988
87128,4920
87128,5152
87128,6092
87128,6098
87128,9030
87128,11168
87128,11242
87128,11666
87128,16145
87128,17044
87128,19700
87128,22116
87128,26577
87128,34094
87128,35619
87128,36021
87128,38258
87128,41959
87128,42892
87128,42977
87128,45021
87128,48706
87128,50424
87128,58267
87128,61546
87128,62196
87128,68255
87128,68695
87128,82387
87128,83462
87128,96819
87128,100324
87128,104487
87128,105229
87128,113548
87128,113900
87128,115530
87128,115732
87128,125266
87128,132902
87128,143812
87128,170043
87128,172149
87128,176235
87128,196484
87128,200832
87128,210259
87128,215676
87128,236419
87283,20350
87283,115732
87283,368386
87593,703
87593,1344
87593,1828
87593,1940
87593,3504
87593,4920
87593,5139
87593,5152
87593,5573
87593,6059
87593,6098
87593,13304
87593,14347
87593,17669
87593,18285
87593,20115
87593,21376
87593,22116
87593,27852
87593,32251
87593,34094
87593,38258
87593,56663
87593,62417
87593,68255
87593,82387
87593,100324
87593,120210
87593,138061
87593,163941
88254,1876
88254,2298
88254,2548
88254,7669
88254,7679
88254,20634
88254,28423
88254,31615
88254,42160
88254,45848
88254,46578
88254,50007
88254,50261
88254,58267
88254,66544
88254,97980
88254,200332
88254,223399
88254,236419
88254,268439
88924,12
88924,41
88924,1845
88924,2023
88924,2548
88924,2645
88924,2703
88924,3285
88924,7052
88924,7200
88924,7697
88924,10294
88924,12721
88924,13027
88924,13121
88924,14347
88924,16443
88924,16733
88924,17218
88924,18462
88924,19409
88924,19969
88924,23364
88924,25029
88924,27420
88924,27663
88924,27852
88924,28423
88924,30436
88924,33034
88924,33070
88924,34914
88924,36888
88924,38054
88924,39677
88924,40525
88924,41959
88924,41979
88924,42892
88924,43425
88924,44632
88924,48555
88924,49926
88924,53092
88924,55273
88924,56151
88924,56576
88924,56824
88924,62788
88924,66524
88924,66544
88924,66700
88924,69957
88924,71153
88924,72637
88924,75376
88924,82905
88924,86922
88924,93088
88924,95647
88924,103900
88924,120549
88924,163243
88924,164103
88924,191340
88924,210030
88924,249114
89092,1828
89092,4920
89092,6516
89092,28423
89092,33661
89092,51164
89092,157836
89478,31615
89478,36021
89478,44632
89478,53022
89478,56576
89478,69637
89478,104487
89478,130940
89478,222640
90381,797
90381,2548
90381,2645
90381,10294
90381,16443
90381,17218
90381,23364
90381,27420
90381,28423
90381,33070
90381,33923
90381,34914
90381,36888
90381,39089
90381,39585
90381,41738
90381,41979
90381,49428
90381,54380
90381,56151
90381,66544
90381,66700
90381,75376
90381,78141
90381,94214
90381,98758
90381,107375
90381,107489
90381,176965
90381,242650
90494,10222
90494,20350
90804,757
90804,1344
90804,1828
90804,1940
90804,1987
90804,3783
90804,3785
90804,4351
90804,6834
90804,12745
90804,12888
90804,13688
90804,20115
90804,21340
90804,129904
91417,181617
92207,703
92207,1344
92207,1828
92207,3210
92207,4094
92207,4154
92207,6059
92207,6098
92207,9030
92207,19700
92207,22116
92207,29070
92207,38328
92207,50445
92207,78205
92207,79286
92207,83570
92207,84915
92207,96819
92207,104498
92207,107567
92207,116553
92207,130725
92207,153575
92207,158034
92207,159351
92207,169518
92207,180046
92207,191246
92207,195559
92207,196484
92207,232910
92349,1828
92349,9030
92349,21364
92349,51690
92349,57764
92349,96819
92349,125266
92349,150892
92454,703
92454,1828
92454,4525
92454,5139
92454,13666
92454,62417
92454,73837
92454,78097
92454,83326
92454,242650
92454,301971
92967,5856
92967,6722
92967,7455
92967,8772
92967,10087
92967,20627
92967,21364
92967,22915
92967,41350
92967,41406
92967,63869
92967,105229
92967,106377
92967,120800
92967,137349
92967,144697
92967,145498
92967,160034
92967,172884
92967,182128
92967,190526
92967,191661
92967,193592
92967,218809
92967,221398
92967,225131
92967,230932
92967,243069
92967,245446
92967,246239
92967,257948
92967,267719
92967,273247
92967,278053
92967,285199
92967,285607
92967,293255
92967,294874
92967,294932
92967,299311
92967,299543
92967,300496
92967,306519
92967,310134
92967,314246
92967,335033
92967,351079
92967,365417
92967,386438
92967,389677
92967,405470
93088,4807
93088,7052
93088,9036
93088,16733
93088,17218
93088,18462
93088,19969
93088,23364
93088,25029
93088,30436
93088,33034
93088,39089
93088,40525
93088,43425
93088,49428
93088,49926
93088,53092
93088,56151
93088,56576
93088,56824
93088,60195
93088,65197
93088,66524
93088,66544
93088,69957
93088,75376
93088,82905
93088,88924
93088,94214
93088,95647
93088,103900
93088,107375
93088,164103
93088,181919
93088,192582
93088,223399
93088,249114
93368,441
93368,22797
93368,36278
93368,50445
93368,290581
93663,2942
93663,4271
93663,9129
93663,9642
93663,15884
93663,42892
93663,60625
93663,72686
93663,73069
93663,104863
93670,4094
93670,13204
93670,25029
93670,40572
93670,44112
93670,104498
93670,107567
93670,129771
93670,158034
94174,703
94174,2853
94174,3930
94174,4885
94174,5152
94174,6059
94174,51722
94174,98311
94214,797
94214,1828
94214,2645
94214,2703
94214,2853
94214,4807
94214,5139
94214,6059
94214,7052
94214,7200
94214,7697
94214,9036
94214,10294
94214,13027
94214,16443
94214,16733
94214,17218
94214,19969
94214,23364
94214,27420
94214,27663
94214,28423
94214,30010
94214,30043
94214,30436
94214,33034
94214,33070
94214,33923
94214,34914
94214,36888
94214,39089
94214,39585
94214,40525
94214,41738
94214,41979
94214,42892
94214,43425
94214,45848
94214,49428
94214,49926
94214,50199
94214,50445
94214,53092
94214,54380
94214,56151
94214,56576
94214,56824
94214,60195
94214,62042
94214,62788
94214,66544
94214,66700
94214,69957
94214,74271
94214,75376
94214,81374
94214,82905
94214,87083
94214,95647
94214,97980
94214,98758
94214,100324
94214,103900
94214,107375
94214,107489
94214,164103
94214,242650
94214,249114
94424,415
94424,2275
94424,2506
94424,2548
94424,3285
94424,4885
94424,6032
94424,7200
94424,7669
94424,10294
94424,13027
94424,13121
94424,14413
94424,16733
94424,18100
94424,19969
94424,25029
94424,33070
94424,41310
94424,45848
94424,49926
94424,53092
94424,55219
94424,55273
94424,56151
94424,56824
94424,62574
94424,62788
94424,65197
94424,71468
94424,74091
94424,75418
94424,95647
94424,95758
94424,109626
94424,117897
94424,120549
94424,278747
94424,287308
94424,387523
94436,20350
94436,31615
94436,36589
94436,50261
94436,68695
94436,78097
94436,115732
94436,222640
95186,797
95186,1828
95186,2271
95186,2548
95186,2645
95186,2977
95186,2984
95186,4807
95186,8598
95186,9030
95186,9726
95186,10294
95186,11981
95186,17218
95186,21364
95186,23364
95186,28423
95186,30010
95186,31483
95186,32280
95186,36502
95186,36888
95186,38476
95186,39089
95186,41350
95186,42892
95186,53710
95186,56824
95186,57764
95186,69957
95186,75376
95186,82595
95186,105229
95186,106377
95186,107023
95186,107175
95186,116609
95186,142115
95186,143812
95186,160034
95186,176965
95186,181627
95186,185261
95186,190398
95186,190526
95186,195745
95186,211495
95186,211850
95186,214034
95186,249114
95186,259564
95186,267719
95186,268678
95186,278053
95186,287971
95186,294197
95186,303420
95186,310134
95186,314432
95186,367022
95496,5152
95496,7200
95496,7669
95496,22116
95496,33923
95496,38361
95496,44632
95496,45848
95496,50261
95496,50328
95496,54016
95496,55675
95496,58003
95496,58043
95496,58267
95496,59004
95496,59436
95496,68695
95496,82583
95496,117119
95496,125068
95496,131880
95496,166180
95496,170296
95496,171416
95496,175031
95496,213667
95496,223399
95496,241297
95496,300453
95496,351665
95496,371413
95496,424624
95617,12
95617,703
95617,797
95617,1344
95617,1530
95617,1640
95617,1828
95617,2271
95617,2548
95617,2645
95617,2853
95617,3140
95617,3504
95617,3783
95617,3930
95617,4525
95617,4920
95617,5152
95617,6032
95617,6059
95617,6098
95617,10294
95617,13666
95617,17218
95617,19700
95617,22116
95617,23364
95617,25999
95617,27420
95617,27852
95617,36412
95617,38258
95617,41738
95617,43425
95617,48706
95617,54380
95617,58609
95617,68255
95617,68695
95617,73837
95617,98311
95617,100324
95617,113900
95617,120104
95617,163941
95617,173207
95617,177015
95617,200332
95617,352649
95617,371413
95647,712
95647,797
95647,1917
95647,2645
95647,2703
95647,4807
95647,6011
95647,6059
95647,6098
95647,7200
95647,7669
95647,9269
95647,10294
95647,12721
95647,13027
95647,16733
95647,17218
95647,17219
95647,18100
95647,18462
95647,19519
95647,19969
95647,25029
95647,25999
95647,27663
95647,28423
95647,30436
95647,33034
95647,33070
95647,33923
95647,34978
95647,38361
95647,40337
95647,40588
95647,43425
95647,45848
95647,45917
95647,49428
95647,49926
95647,49980
95647,50261
95647,50328
95647,50891
95647,52059
95647,53092
95647,54016
95647,55219
95647,55273
95647,55286
95647,55675
95647,56036
95647,56151
95647,56576
95647,56824
95647,58602
95647,59125
95647,59852
95647,59899
95647,60195
95647,62788
95647,65197
95647,66524
95647,66544
95647,68446
95647,69957
95647,71468
95647,72408
95647,74271
95647,76112
95647,82583
95647,82905
95647,83194
95647,83222
95647,87083
95647,93088
95647,94214
95647,94424
95647,95758
95647,98758
95647,104912
95647,107375
95647,109539
95647,109626
95647,117119
95647,117897
95647,118050
95647,120549
95647,121719
95647,138737
95647,148679
95647,159919
95647,163243
95647,164103
95647,166180
95647,170296
95647,176965
95647,181919
95647,191340
95647,192582
95647,200625
95647,213667
95647,223399
95647,226705
95647,241297
95647,243021
95647,249114
95647,252114
95647,262035
95647,264585
95647,278747
95647,287308
95647,307623
95758,1595
95758,2506
95758,5152
95758,6032
95758,7459
95758,7669
95758,12721
95758,18100
95758,19969
95758,44632
95758,45848
95758,45917
95758,49980
95758,50328
95758,50891
95758,54016
95758,55273
95758,55286
95758,56036
95758,56576
95758,59436
95758,59899
95758,62788
95758,64845
95758,67302
95758,68013
95758,68446
95758,68969
95758,69957
95758,72408
95758,72942
95758,83194
95758,94424
95758,95647
95758,109626
95758,117119
95758,117897
95758,118050
95758,120128
95758,147303
95758,163243
95758,170296
95758,172670
95758,183116
95758,187944
95758,226705
95758,264585
95758,300453
95758,307623
95758,340909
95758,351665
95758,352649
95758,371413
96156,703
96156,22116
96156,31560
96156,38323
96156,41959
96156,49428
96156,49817
96156,49926
96156,50328
96156,58267
96156,68682
96156,78097
96156,106627
96156,113900
96156,160960
96156,163941
96156,173207
96156,215676
96484,9
96484,22
96484,41
96484,415
96484,474
96484,595
96484,703
96484,757
96484,764
96484,797
96484,930
96484,1050
96484,1206
96484,1273
96484,1344
96484,1640
96484,1828
96484,1876
96484,1940
96484,2023
96484,2398
96484,2548
96484,2571
96484,2853
96484,3285
96484,3504
96484,3674
96484,3783
96484,3930
96484,4324
96484,4525
96484,4885
96484,5139
96484,5152
96484,5689
96484,6011
96484,6059
96484,6098
96484,6516
96484,8155
96484,9642
96484,11242
96484,12745
96484,12888
96484,14279
96484,14347
96484,15884
96484,18285
96484,18888
96484,19519
96484,19700
96484,21340
96484,21376
96484,22116
96484,23364
96484,24030
96484,25492
96484,27151
96484,27852
96484,32251
96484,34094
96484,38258
96484,41310
96484,41636
96484,48148
96484,51722
96484,56663
96484,60195
96484,68255
96484,86922
96484,87283
96484,87593
96484,92454
96484,98311
96484,100324
96484,102367
96484,104006
96484,115732
96484,163941
96484,200332
96484,220433
96807,1383
96807,2853
96807,6098
96807,8554
96807,9030
96807,21360
96807,42968
96807,96819
96807,104476
96807,111650
96807,119884
96807,127758
96807,132121
96807,132451
96807,142832
96807,143812
96807,172149
96807,175834
96807,263822
96807,266459
96819,703
96819,1344
96819,29070
96819,42977
96819,62417
96819,176235
97980,268
97980,2271
97980,2548
97980,2645
97980,7052
97980,7697
97980,9642
97980,10294
97980,12721
97980,12745
97980,14887
97980,23364
97980,23884
97980,28423
97980,30043
97980,30436
97980,32280
97980,33034
97980,33070
97980,33662
97980,33923
97980,42892
97980,43425
97980,49428
97980,49926
97980,54380
97980,56151
97980,56576
97980,69957
97980,75376
97980,78141
97980,102367
97980,103900
97980,107375
97980,119513
97980,130395
97980,131612
97980,148679
97980,159919
97985,3504
97985,4807
97985,6032
97985,6098
97985,7679
97985,10222
97985,13666
97985,14347
97985,18462
97985,20350
97985,24030
97985,31615
97985,33662
97985,39938
97985,41959
97985,53022
97985,64893
97985,68695
97985,106627
97985,138061
97985,154404
97985,163941
97985,215676
97985,222640
97985,228624
97985,290581
97985,355773
97985,365956
98311,2853
98311,34094
98311,41310
98311,68255
98538,1828
98538,5139
98538,9269
98538,15872
98538,53959
98538,58033
98538,59534
98538,77538
98538,121329
98538,129576
98538,137840
98758,797
98758,2271
98758,2548
98758,2645
98758,6059
98758,7200
98758,9269
98758,10294
98758,19468
98758,23364
98758,27420
98758,28423
98758,32280
98758,33070
98758,33923
98758,39089
98758,39585
98758,41738
98758,45848
98758,53092
98758,54380
98758,55119
98758,55219
98758,55273
98758,55675
98758,56151
98758,59852
98758,62788
98758,66524
98758,66544
98758,74271
98758,75287
98758,76112
98758,78022
98758,78141
98758,87083
98758,95647
98758,107375
98758,117119
98758,120549
98758,122864
98758,138737
98758,163243
98758,164103
98758,177780
98758,181200
98758,181919
98758,191340
98758,200625
98758,221131
98833,12
98833,268
98833,415
98833,703
98833,757
98833,797
98833,930
98833,1110
98833,1344
98833,1562
98833,1828
98833,1845
98833,1876
98833,1940
98833,1970
98833,1987
98833,2023
98833,2271
98833,2298
98833,2398
98833,2548
98833,2645
98833,3674
98833,3783
98833,3785
98833,3930
98833,4351
98833,4435
98833,4807
98833,4885
98833,5139
98833,5152
98833,5689
98833,6011
98833,6032
98833,6059
98833,6098
98833,6189
98833,6834
98833,7052
98833,7200
98833,7804
98833,8155
98833,9129
98833,9642
98833,10294
98833,12745
98833,12888
98833,13027
98833,13688
98833,13975
98833,14887
98833,17218
98833,18888
98833,19700
98833,20191
98833,20634
98833,21340
98833,22116
98833,22656
98833,23364
98833,23884
98833,25492
98833,27420
98833,27663
98833,28423
98833,30436
98833,31615
98833,32251
98833,33070
98833,33661
98833,39089
98833,39210
98833,39585
98833,41738
98833,42892
98833,43425
98833,45848
98833,54380
98833,56151
98833,56576
98833,66544
98833,66700
98833,75376
98833,82905
98833,86922
98833,90804
98833,94214
98833,96819
98833,97980
98833,102367
98833,145390
98833,163941
98833,183116
99467,0
99843,4194
99843,10278
99843,23406
99843,33661
99843,41636
99843,60625
99843,93670
99843,107567
99843,129771
99843,169518
100324,9
100324,12
100324,415
100324,703
100324,795
100324,1206
100324,1344
100324,1530
100324,1640
100324,1828
100324,1940
100324,2023
100324,2271
100324,2275
100324,2398
100324,2548
100324,2853
100324,3285
100324,3504
100324,3674
100324,3751
100324,3930
100324,4525
100324,4885
100324,4920
100324,5139
100324,5152
100324,5689
100324,6032
100324,6059
100324,6098
100324,9624
100324,9642
100324,11023
100324,11242
100324,12745
100324,13027
100324,13121
100324,13666
100324,13975
100324,14279
100324,14347
100324,14413
100324,16440
100324,17669
100324,17703
100324,18285
100324,19700
100324,20115
100324,20350
100324,21340
100324,21376
100324,22116
100324,23364
100324,24030
100324,25029
100324,25492
100324,25999
100324,27852
100324,29888
100324,32251
100324,34094
100324,34316
100324,34331
100324,36233
100324,38258
100324,41310
100324,42892
100324,46198
100324,48706
100324,49926
100324,50445
100324,51722
100324,55286
100324,56663
100324,62417
100324,62988
100324,65197
100324,68255
100324,68695
100324,71153
100324,72408
100324,73837
100324,75376
100324,75418
100324,82387
100324,83326
100324,87593
100324,92454
100324,104006
100324,120210
100324,156944
100324,163941
100324,173207
100324,215676
100324,222640
100324,273607
100324,287308
100324,290581
101393,9
101393,703
101393,764
101393,1206
101393,1344
101393,1640
101393,1828
101393,1940
101393,2719
101393,2853
101393,3504
101393,3930
101393,5152
101393,6011
101393,6059
101393,6098
101393,6805
101393,6894
101393,13121
101393,19700
101393,22116
101393,27276
101393,27663
101393,27852
101393,31043
101393,33706
101393,37322
101393,42390
101393,62601
101393,87593
101393,144942
101393,203554
101393,227551
101393,371413
101422,7669
101422,38361
101422,50328
101422,50666
101422,58043
101422,59004
101422,59125
101422,64855
101422,68695
101422,82583
101422,117119
101422,300453
102367,27276
102367,96819
102731,44421
102919,3504
102919,3930
102919,4885
102919,5152
102919,6059
102919,34094
102919,44421
102919,51722
102919,62601
102919,98311
102919,107494
102919,135685
102919,135695
102919,203554
102919,227551
103900,56576
104006,9
104006,12
104006,154
104006,163
104006,268
104006,415
104006,595
104006,703
104006,930
104006,1050
104006,1110
104006,1244
104006,1344
104006,1530
104006,1640
104006,1828
104006,1845
104006,1940
104006,1970
104006,2023
104006,2275
104006,2398
104006,2524
104006,2548
104006,2571
104006,2645
104006,2703
104006,2719
104006,2853
104006,2984
104006,3504
104006,3674
104006,3751
104006,3785
104006,3930
104006,4351
104006,4920
104006,5139
104006,5152
104006,5573
104006,5689
104006,6011
104006,6059
104006,6098
104006,9554
104006,9624
104006,9642
104006,11023
104006,11242
104006,12888
104006,13027
104006,13121
104006,13304
104006,13666
104006,14347
104006,14413
104006,18285
104006,19409
104006,19458
104006,19468
104006,19700
104006,20115
104006,21340
104006,21376
104006,22116
104006,24030
104006,25029
104006,25999
104006,27852
104006,29888
104006,32251
104006,33661
104006,34094
104006,34331
104006,36412
104006,37580
104006,48706
104006,49926
104006,52059
104006,55286
104006,62417
104006,62751
104006,68255
104006,72408
104006,73837
104006,82387
104006,87593
104006,90804
104006,92454
